State Name,District Name,Town Name,Total   Households ,Total Population of Town,pucca road,kuccha road,hsp,beds,doctors,paramed staff,dsp,phc,govt schools,pvt schools,govt colleges,pvt colleges,theatres,electricity,banks
TAMIL NADU,THIRUVALLUR,Tiruverkadu (M + OG),16301,64698,44,20,9,68,13,44,6,1,6,12,0,4,0,8092,5
TAMIL NADU,THIRUVALLUR,Gummidipoondi (TP),4787,18891,22,1,4,38,12,34,2,3,9,7,0,0,2,6002,8
TAMIL NADU,THIRUVALLUR,Madaharpakkam (CT),1109,4250,4,1,0,0,0,0,3,0,6,2,0,0,1,1850,1
TAMIL NADU,THIRUVALLUR,Peddikuppam (CT),2100,8044,3,1,0,0,0,0,1,0,3,0,0,0,0,1439,1
TAMIL NADU,THIRUVALLUR,Ponneri (TP),7842,31025,30,5,4,52,16,49,11,3,10,9,1,0,3,6660,14
TAMIL NADU,THIRUVALLUR,Arani (TP),3328,12833,15,1,2,20,9,21,3,3,8,3,0,0,0,3157,2
TAMIL NADU,THIRUVALLUR,Minjur (TP),7048,28337,58,24,3,41,10,28,9,3,16,19,0,1,2,10202,5
TAMIL NADU,THIRUVALLUR,Athipattu (CT),2762,11034,8,4,2,24,9,23,2,3,10,5,0,0,0,3199,1
TAMIL NADU,THIRUVALLUR,Nallur (CT),4887,19595,12,5,0,0,0,0,10,0,6,8,0,0,0,7092,1
TAMIL NADU,THIRUVALLUR,Alamathi (CT),1894,7424,10,15,0,0,0,0,1,0,6,1,0,3,0,1452,1
TAMIL NADU,THIRUVALLUR,Padianallur (CT),5912,23819,5,2,3,32,9,27,11,3,5,32,0,0,1,5992,3
TAMIL NADU,THIRUVALLUR,Edayanchavadi (CT),3142,12119,12,3,1,12,7,16,4,2,11,3,0,0,0,4423,2
TAMIL NADU,THIRUVALLUR,Uthukkottai (TP),3244,12740,15,5,3,30,12,35,7,3,13,10,0,0,2,4714,7
TAMIL NADU,THIRUVALLUR,Tiruttani (M),11122,44781,37,1,5,73,25,99,43,3,28,9,1,4,5,3274,9
TAMIL NADU,THIRUVALLUR,Pallipattu (TP),1979,8721,12,2,2,20,8,28,8,3,11,7,0,0,1,2502,5
TAMIL NADU,THIRUVALLUR,Pothatturpettai (TP),4711,22040,19,2,4,40,14,40,16,3,28,0,0,0,1,4207,3
TAMIL NADU,THIRUVALLUR,Kodivalasa (CT),2046,9024,7,1,1,15,5,16,6,2,13,2,0,1,0,1164,4
TAMIL NADU,THIRUVALLUR,Vanganur (CT),1508,6584,9,2,2,24,7,28,2,3,5,0,0,0,2,1762,2
TAMIL NADU,THIRUVALLUR,Ammavarikuppam (CT),2450,10750,9,1,1,15,8,27,9,2,9,2,0,0,0,2923,1
TAMIL NADU,THIRUVALLUR,Srikalikapuram (CT),1090,5044,5,2,1,15,5,17,2,2,7,0,0,0,0,1127,2
TAMIL NADU,THIRUVALLUR,Thiruvallur (M),14004,56074,62,1,5,110,35,110,24,3,20,24,0,3,4,20029,11
TAMIL NADU,THIRUVALLUR,Kakkalur (CT),3707,14528,5,7,0,0,0,0,5,0,4,8,0,0,0,4314,5
TAMIL NADU,THIRUVALLUR,Thozhur (CT),1430,5698,3,1,0,0,0,0,1,0,10,4,0,0,0,394,1
TAMIL NADU,THIRUVALLUR,Vengathur (CT),5958,23292,7,1,1,0,0,0,8,0,3,8,0,1,1,7172,6
TAMIL NADU,THIRUVALLUR,Kadambathur (CT),2791,11235,10,5,6,20,8,23,6,3,14,6,0,0,0,3376,6
TAMIL NADU,THIRUVALLUR,Perambakkam (CT),1573,6462,19,1,2,40,7,23,6,3,7,1,0,0,0,1151,2
TAMIL NADU,THIRUVALLUR,Avadi (M),87733,345996,47,1,4,402,53,176,51,3,19,0,0,10,4,102495,20
TAMIL NADU,THIRUVALLUR,Thirunindravur (TP),9425,37095,18,4,2,18,7,30,7,2,8,21,0,4,2,11298,3
TAMIL NADU,THIRUVALLUR,Thirumazhisai (TP),5220,19733,17,5,1,0,0,0,2,0,8,6,0,1,1,5042,2
TAMIL NADU,THIRUVALLUR,Poonamallee (M + OG),15541,60607,36,1,5,81,24,41,11,3,9,13,0,8,4,21657,11
TAMIL NADU,THIRUVALLUR,Nadukuthagai (CT),2391,9251,12,2,0,0,0,0,2,0,2,8,0,3,0,1600,2
TAMIL NADU,THIRUVALLUR,Nemilicheri (CT),1476,5743,3,1,0,0,0,0,1,0,3,0,0,0,0,1331,1
TAMIL NADU,THIRUVALLUR,Kannapalayam (CT),1327,4704,12,5,1,17,5,16,1,2,2,0,0,0,0,1067,2
TAMIL NADU,THIRUVALLUR,Senneerkuppam (CT),4183,16237,5,2,0,0,0,0,1,0,3,0,0,0,0,2093,1
TAMIL NADU,THIRUVALLUR,Nazarathpettai (CT),2180,8660,12,1,0,0,0,0,2,0,5,0,0,2,0,2545,2
TAMIL NADU,THIRUVALLUR,Kattupakkam (CT),6089,23910,5,2,1,0,0,0,5,0,4,6,0,0,0,2157,2
TAMIL NADU,THIRUVALLUR,Ambattur (M),120248,466205,42,1,8,520,67,246,51,7,67,4,0,4,13,118704,24
TAMIL NADU,THIRUVALLUR,Maduravoyal (M),21623,86195,13,1,3,90,25,55,10,0,22,21,1,5,0,13100,8
TAMIL NADU,THIRUVALLUR,Valasaravakkam (M),12278,47378,18,1,2,18,8,18,16,2,29,16,0,0,0,17412,8
TAMIL NADU,THIRUVALLUR,Porur (TP),11803,46690,17,20,3,40,8,37,21,3,12,36,0,1,1,24305,12
TAMIL NADU,THIRUVALLUR,Ayappakkam (CT),7327,29511,10,1,1,0,0,0,5,0,2,11,0,0,0,8695,2
TAMIL NADU,THIRUVALLUR,Nolambur (CT),5653,21973,7,1,2,15,7,15,7,2,2,1,0,0,0,7778,2
TAMIL NADU,THIRUVALLUR,Nerkunram (CT),15239,59790,16,1,4,0,0,0,6,0,5,23,0,0,1,10310,4
TAMIL NADU,THIRUVALLUR,Vanagaram (CT),4915,19208,10,2,1,15,6,19,2,2,4,20,0,1,0,4319,1
TAMIL NADU,THIRUVALLUR,Karambakkam (CT),5490,21376,8,3,1,0,0,0,6,0,5,12,0,3,0,6423,2
TAMIL NADU,THIRUVALLUR,Ramapuram (CT),12993,52295,20,8,1,0,0,0,16,0,3,40,0,3,0,11964,6
TAMIL NADU,THIRUVALLUR,Kattivakkam (M),9354,36617,12,20,2,18,8,18,16,2,13,0,0,0,0,9561,3
TAMIL NADU,THIRUVALLUR,Tiruvottiyur (M),63862,249446,17,1,12,290,30,102,31,5,29,56,0,1,3,38818,13
TAMIL NADU,THIRUVALLUR,Manali (M),9331,35248,34,1,3,20,10,32,7,3,14,25,0,1,0,8153,3
TAMIL NADU,THIRUVALLUR,Naravarikuppam (TP),5207,20946,14,1,3,40,9,26,16,3,8,16,0,1,4,7311,7
TAMIL NADU,THIRUVALLUR,Puzhal (TP),7477,31665,5,6,2,18,8,21,6,2,6,13,0,0,0,8857,2
TAMIL NADU,THIRUVALLUR,Madavaram (M),29792,119105,32,1,6,161,44,113,31,3,15,72,0,1,0,36118,8
TAMIL NADU,THIRUVALLUR,Chinnasekkadu (TP),3238,12396,15,1,0,0,0,0,1,0,2,4,0,0,1,1840,1
TAMIL NADU,THIRUVALLUR,Theerthagiriyampattu (CT),1404,5412,7,1,0,0,0,0,1,0,0,1,0,0,0,1925,1
TAMIL NADU,THIRUVALLUR,Mathur (CT),6886,27674,30,25,3,12,9,28,8,3,5,13,0,0,0,8838,2
TAMIL NADU,THIRUVALLUR,Kadhirvedu (CT),1883,7580,3,1,0,0,0,0,2,0,4,3,0,0,0,2172,1
TAMIL NADU,THIRUVALLUR,Soorapattu (CT),2409,10444,3,1,1,15,7,19,2,2,6,0,0,1,0,3659,1
TAMIL NADU,THIRUVALLUR,Puthagaram (CT),2550,10263,15,6,0,8,4,8,1,4,1,3,0,0,0,3126,1
TAMIL NADU,CHENNAI,Chennai(M.Corp),1154982,4646732,3338,0,170,6348,1299,4013,1723,124,1329,1977,36,51,73,1768011,819
TAMIL NADU,KANCHEEPURAM,Meenambakkam (TP + OG) ,6015,24334,19,2,2,12,5,16,2,2,16,19,1,1,0,7477,7
TAMIL NADU,KANCHEEPURAM,Pallavaram (M + OG),60954,233984,220,6,8,60,12,38,121,4,55,132,0,10,3,55028,17
TAMIL NADU,KANCHEEPURAM,Mangadu (TP),9438,38188,42,14,3,24,9,30,6,3,10,21,0,3,1,11367,3
TAMIL NADU,KANCHEEPURAM,Kundrathur (TP + OG),13864,54986,42,38,3,40,11,32,15,3,20,16,0,4,2,15433,11
TAMIL NADU,KANCHEEPURAM,Sriperumbudur (TP),6318,24864,42,13,4,45,16,66,10,3,21,19,0,2,1,8473,15
TAMIL NADU,KANCHEEPURAM,Ayyappanthangal (CT),6087,23808,3,4,4,0,0,0,15,0,4,12,0,0,0,4059,7
TAMIL NADU,KANCHEEPURAM,Mevalurkuppam (CT),851,3805,12,1,0,0,0,0,2,0,3,0,0,4,0,992,1
TAMIL NADU,KANCHEEPURAM,Paraniputhur (CT),3801,15225,12,6,0,0,0,0,7,0,10,0,0,0,0,3099,1
TAMIL NADU,KANCHEEPURAM,Mugalivakkam (CT),6432,25117,5,4,3,16,9,28,5,3,10,12,0,0,0,7635,7
TAMIL NADU,KANCHEEPURAM,Sikkarayapuram (CT),2579,10187,12,3,0,0,0,0,1,0,3,0,0,3,0,3209,1
TAMIL NADU,KANCHEEPURAM,Kovur (CT),2841,10961,3,2,1,11,8,21,4,2,8,3,0,1,0,2525,3
TAMIL NADU,KANCHEEPURAM,Gerugambakkam (CT),2898,11551,7,5,1,10,5,12,1,2,4,5,0,0,0,1511,1
TAMIL NADU,KANCHEEPURAM,Manapakkam (CT),3458,13344,4,1,1,10,6,15,2,3,6,1,0,0,0,4535,3
TAMIL NADU,KANCHEEPURAM,Sirukalathur (CT),1281,6117,5,1,0,12,2,6,1,2,4,3,0,1,0,1481,1
TAMIL NADU,KANCHEEPURAM,Molachur (CT),2206,8887,7,4,1,12,3,12,2,2,5,2,0,0,1,2026,3
TAMIL NADU,KANCHEEPURAM,Padappai (CT),3443,14063,12,1,1,12,7,19,13,2,10,8,0,2,1,2230,6
TAMIL NADU,KANCHEEPURAM,Madambakkam (CT),2885,11673,5,30,0,0,0,0,1,0,2,4,0,0,0,3297,1
TAMIL NADU,KANCHEEPURAM,Chitlapakkam (TP),9960,37906,44,1,2,18,8,21,22,2,9,29,0,0,1,11147,8
TAMIL NADU,KANCHEEPURAM,Perungalathur (TP),9584,37342,83,1,2,40,20,55,8,0,5,21,0,1,0,11412,2
TAMIL NADU,KANCHEEPURAM,Tambaram (M),44432,174787,142,1,14,705,129,402,56,9,55,92,1,2,3,47020,30
TAMIL NADU,KANCHEEPURAM,Sembakkam (TP),11668,45356,102,1,3,24,10,29,10,3,7,18,0,4,0,13499,5
TAMIL NADU,KANCHEEPURAM,Peerkankaranai (TP + OG),7488,29250,47,1,3,20,10,37,9,3,15,8,0,3,0,7805,4
TAMIL NADU,KANCHEEPURAM,Madambakkam (TP),8069,31681,29,32,2,18,8,18,8,2,4,17,0,0,0,11254,4
TAMIL NADU,KANCHEEPURAM,Nandambakkam (TP),2930,11239,15,1,1,15,7,19,2,2,2,5,0,0,0,3535,2
TAMIL NADU,KANCHEEPURAM,St.Thomas Mount-cum-Pallavaram (CB),10479,43795,35,7,4,45,12,35,4,1,19,26,0,2,3,13315,13
TAMIL NADU,KANCHEEPURAM,Alandur (M),43411,164430,137,1,14,198,45,107,61,3,39,66,0,2,5,45950,24
TAMIL NADU,KANCHEEPURAM,Anakaputhur (M),12146,48050,43,1,3,20,8,27,11,3,7,24,0,0,3,9586,4
TAMIL NADU,KANCHEEPURAM,Pammal (M),18812,75870,85,1,5,65,20,45,26,0,6,30,0,2,0,20463,5
TAMIL NADU,KANCHEEPURAM,Thiruneermalai (TP),7660,30702,38,1,2,25,6,15,2,2,8,17,0,0,0,8684,3
TAMIL NADU,KANCHEEPURAM,Polichalur (CT),5531,21906,4,10,4,40,9,27,8,3,4,15,0,0,0,10453,3
TAMIL NADU,KANCHEEPURAM,Tirusulam (CT),3502,14086,12,1,1,15,7,19,2,2,3,1,0,0,0,3908,1
TAMIL NADU,KANCHEEPURAM,Moovarasampettai (CT),2457,9672,50,1,2,20,7,22,6,3,4,4,0,0,0,2351,4
TAMIL NADU,KANCHEEPURAM,Puzhithivakkam (Ullagaram) (M),13918,53322,75.234,1,2,18,8,18,14,2,8,17,0,1,1,13356,6
TAMIL NADU,KANCHEEPURAM,Perungudi (TP),11034,43111,45.89,1,2,45,20,45,12,0,2,25,0,0,0,7588,6
TAMIL NADU,KANCHEEPURAM,Pallikaranai (TP),10791,43493,89.51,1,2,15,8,27,8,2,8,26,0,4,0,14634,5
TAMIL NADU,KANCHEEPURAM,Sholinganallur (TP + OG),9185,35602,97.94,1,1,0,0,0,8,0,11,19,0,5,2,11414,17
TAMIL NADU,KANCHEEPURAM,Kottivakkam (CT),5231,20217,25,6,1,0,0,0,5,0,4,15,0,0,0,3681,11
TAMIL NADU,KANCHEEPURAM,Madippakkam (CT),9283,35752,10,3,1,0,0,0,9,0,2,27,0,0,1,12212,7
TAMIL NADU,KANCHEEPURAM,Palavakkam (CT),6807,26766,25,16,1,0,0,0,11,0,3,15,0,0,0,7196,3
TAMIL NADU,KANCHEEPURAM,Neelankarai (CT),7404,28458,40,8,1,0,0,0,8,0,4,9,0,0,0,2077,6
TAMIL NADU,KANCHEEPURAM,Oggiyamduraipakkam (CT),20138,76600,12,7,3,40,11,43,4,3,10,33,2,1,0,19679,5
TAMIL NADU,KANCHEEPURAM,Koilambakkam (CT),7010,27374,5,3,1,0,0,0,5,0,4,10,0,0,0,15225,3
TAMIL NADU,KANCHEEPURAM,Medavakkam (CT),7781,29710,23,1,3,40,9,28,9,3,4,20,2,0,1,8749,9
TAMIL NADU,KANCHEEPURAM,Injambakkam (CT),5355,21158,3,1,2,10,6,15,10,3,7,15,0,0,2,6674,3
TAMIL NADU,KANCHEEPURAM,Jalladiampet (CT),4801,19100,20,6,0,0,0,0,1,0,2,6,0,3,0,2478,2
TAMIL NADU,KANCHEEPURAM,Vengavasal (CT),3578,13671,12,10,0,0,0,0,3,0,4,6,0,0,0,4528,1
TAMIL NADU,KANCHEEPURAM,Nandivaram - Guduvancheri (TP),11252,44098,86,26,3,40,9,27,26,3,44,28,0,0,1,14306,13
TAMIL NADU,KANCHEEPURAM,Maraimalainagar (M),19970,81872,225.95,67,5,20,11,35,17,3,32,22,0,10,1,24274,14
TAMIL NADU,KANCHEEPURAM,Thiruporur (TP),3256,13666,26.769,1,2,40,8,26,7,3,9,15,0,3,1,4414,7
TAMIL NADU,KANCHEEPURAM,Chengalpattu (M),15675,62579,43.93,1,7,106,32,109,15,3,36,33,3,2,3,22468,17
TAMIL NADU,KANCHEEPURAM,Vandalur (CT),4384,16852,7,3,1,10,7,15,3,3,5,16,0,4,0,3186,1
TAMIL NADU,KANCHEEPURAM,Nedungundram (CT),3468,14390,26,10,0,0,0,0,1,0,5,4,0,2,0,1852,1
TAMIL NADU,KANCHEEPURAM,Urapakkam (CT),7367,29122,15,1,1,0,0,0,9,0,0,13,0,0,0,9531,4
TAMIL NADU,KANCHEEPURAM,Muthukadu (CT),1957,7610,12,1,0,0,0,0,1,0,6,3,0,1,0,5400,1
TAMIL NADU,KANCHEEPURAM,Kovalam (CT),1974,8124,9,1,0,0,0,0,2,0,9,2,0,0,0,2562,2
TAMIL NADU,KANCHEEPURAM,Singaperumalkoil (CT),3520,13566,5,25,5,20,10,29,7,3,7,7,0,0,0,4780,6
TAMIL NADU,KANCHEEPURAM,Vallam (CT),1884,7745,12,3,1,10,4,15,2,1,3,0,0,2,0,2133,1
TAMIL NADU,KANCHEEPURAM,Alapakkam (CT),2330,9404,11,8,0,0,0,0,1,0,5,0,0,2,0,2132,1
TAMIL NADU,KANCHEEPURAM,Kancheepuram (M),41807,164384,78.418,8,20,248,130,394,54,6,32,13,3,2,13,39737,29
TAMIL NADU,KANCHEEPURAM,Sevilimedu (TP),5863,23454,40.82,2,1,0,0,0,6,0,8,10,0,0,0,5487,2
TAMIL NADU,KANCHEEPURAM,Walajabad (TP),3590,14684,37.05,25,6,26,9,35,19,3,21,7,0,0,1,6143,5
TAMIL NADU,KANCHEEPURAM,Konerikuppam (CT),2804,11406,20,1,0,0,0,0,1,0,5,0,0,0,0,1120,1
TAMIL NADU,KANCHEEPURAM,Sirukaveripakkam (CT),1931,8032,6,17,1,15,5,20,2,2,2,4,0,0,0,1803,1
TAMIL NADU,KANCHEEPURAM,Nattapettai (CT),4964,19883,10,3,0,0,0,0,1,0,5,3,0,0,0,906,1
TAMIL NADU,KANCHEEPURAM,Ayyampettai (CT),1699,6610,12,2,2,24,7,27,4,3,4,1,0,0,0,1899,4
TAMIL NADU,KANCHEEPURAM,Thenambakkam (CT),3473,13994,10,2,1,14,7,15,1,3,3,4,0,0,0,426,1
TAMIL NADU,KANCHEEPURAM,Orikkai (CT),3183,12638,5,10,1,9,6,15,4,2,11,9,0,0,0,973,3
TAMIL NADU,KANCHEEPURAM,Uthiramerur (TP),6197,25194,58.02,1,4,52,18,41,12,3,27,12,1,2,2,8644,8
TAMIL NADU,KANCHEEPURAM,Mamallapuram (TP),3590,15172,30.913,2,4,35,12,33,6,3,8,34,0,10,0,4598,1
TAMIL NADU,KANCHEEPURAM,Tirukalukundram (TP),7419,29391,39.18,3,4,60,17,41,8,3,18,2,0,3,1,9142,8
TAMIL NADU,KANCHEEPURAM,Pudupattinam (CT),5454,21151,12,2,2,30,7,16,7,2,11,11,0,0,0,3147,4
TAMIL NADU,KANCHEEPURAM,Karunguzhi (TP),3075,12485,18.861,4,2,18,7,19,6,2,11,6,0,0,0,3283,3
TAMIL NADU,KANCHEEPURAM,Maduranthakam (M),7699,30796,45.57,2,4,73,36,47,14,3,32,12,0,3,4,7774,12
TAMIL NADU,KANCHEEPURAM,Acharapakkam (TP),2565,10362,29.688,1,2,42,10,29,6,3,10,6,0,0,1,3383,8
TAMIL NADU,KANCHEEPURAM,Edakalinadu (TP),6734,28172,153.1,62,4,70,16,50,5,3,33,12,0,0,1,8104,6
TAMIL NADU,VELLORE,Gudiyatham (M),21363,91558,52.389,11,10,173,37,144,105,3,48,34,0,2,7,30006,11
TAMIL NADU,VELLORE,Pernampattu (M),10450,51271,33.44,22,6,54,17,53,9,3,25,14,0,0,3,11126,6
TAMIL NADU,VELLORE,Kondasamudram (CT),5265,21335,23,9,1,0,0,0,6,0,13,11,1,1,0,5792,2
TAMIL NADU,VELLORE,Sevur (CT),2635,11356,5,2,0,0,0,0,2,0,7,2,0,0,0,2584,1
TAMIL NADU,VELLORE,Sathkar (CT),1997,8632,7,1,0,0,0,0,2,0,2,3,0,0,1,2229,2
TAMIL NADU,VELLORE,Valathur (CT),1220,5529,6,2,1,15,4,13,3,2,9,2,0,0,0,1246,2
TAMIL NADU,VELLORE,Thiruvalam (TP),2215,9153,5,8,2,24,7,31,4,3,7,8,0,0,6,2593,4
TAMIL NADU,VELLORE,Katpadi (TP),4302,28797,26.52,6,4,44,11,33,7,3,19,11,0,2,0,4786,3
TAMIL NADU,VELLORE,Dharapadavedu (M),9476,38833,57.805,6,3,45,12,33,14,1,18,21,0,1,1,10657,5
TAMIL NADU,VELLORE,Gandhinagar (TP),2133,9114,22.364,1,0,12,2,8,20,2,5,10,1,2,0,3597,10
TAMIL NADU,VELLORE,Kalinjur (TP),4853,19828,10,1,1,16,5,23,6,3,7,7,1,0,0,6864,2
TAMIL NADU,VELLORE,Senur (CT),2144,9078,8,5,2,16,11,27,4,3,9,1,0,0,0,2355,3
TAMIL NADU,VELLORE,Kilvaithinankuppam (CT),1290,5321,16.7,1,2,20,7,21,7,3,10,3,0,0,1,1900,5
TAMIL NADU,VELLORE,Virudampattu (CT),1718,7662,12,3,1,15,5,13,3,2,4,0,0,0,1,1185,1
TAMIL NADU,VELLORE,Kangeyanallur (CT),3817,15177,11,5,0,0,0,0,7,0,7,5,0,3,0,4575,1
TAMIL NADU,VELLORE,Sholingur (TP),7359,30856,8,1,4,80,20,85,11,3,21,8,0,2,2,9613,7
TAMIL NADU,VELLORE,Ammoor (TP),2972,12513,25.66,1,3,24,7,19,3,2,8,4,0,0,0,3153,2
TAMIL NADU,VELLORE,Walajapet (M + OG),11289,47498,33.78,1,4,108,26,92,11,3,13,10,1,2,2,14301,7
TAMIL NADU,VELLORE,Ranipettai (M),11764,50764,52.887,1,4,80,25,66,16,3,8,15,0,0,1,22264,7
TAMIL NADU,VELLORE,Melvisharam (M),8906,44786,12,5,4,62,19,54,15,3,14,4,0,4,0,8307,6
TAMIL NADU,VELLORE,Narasingapuram (CT) ,2869,11454,18,13,0,0,0,0,11,0,4,8,0,0,0,2116,1
TAMIL NADU,VELLORE,Chettithangal (CT),1927,7780,13,9,0,0,0,0,4,0,4,0,0,0,0,1880,5
TAMIL NADU,VELLORE,Vanapadi (CT),1292,5334,15,1,0,0,0,0,5,0,1,1,0,0,0,1542,1
TAMIL NADU,VELLORE,Navlock Garden (CT),5023,20171,30,15,3,15,8,22,3,2,6,4,0,0,1,3644,2
TAMIL NADU,VELLORE,Arakonam (M),19507,78395,54.889,3,14,115,32,138,27,3,41,45,0,3,3,17273,10
TAMIL NADU,VELLORE,Thakkolam (TP),3321,13983,21.52,2,2,20,10,36,4,3,11,8,0,0,0,2175,3
TAMIL NADU,VELLORE,Nemili (TP),2620,10806,12.145,1,2,30,7,20,6,2,8,10,0,0,1,3275,3
TAMIL NADU,VELLORE,Kaveripakkam (TP),3323,14583,18.529,2,2,12,9,27,7,3,11,10,0,0,1,4042,5
TAMIL NADU,VELLORE,Panapakkam (TP),2802,11536,9,4,2,40,9,24,8,3,8,4,0,2,2,3455,3
TAMIL NADU,VELLORE,Sembedu (CT),2999,12548,27,3,1,9,7,20,5,2,9,1,0,0,0,1910,2
TAMIL NADU,VELLORE,Ammanur (CT),1890,7731,24,6,0,0,0,0,1,0,5,0,0,0,1,1764,1
TAMIL NADU,VELLORE,Thirumalpur (CT),1159,4803,3,12,0,10,2,6,1,2,4,0,0,0,0,1286,1
TAMIL NADU,VELLORE,Arcot (M),13605,55955,69.01,9,7,106,15,65,23,3,13,22,0,1,2,20458,9
TAMIL NADU,VELLORE,Vilapakkam (TP),1941,8174,20.06,2,2,24,7,23,3,3,7,6,0,1,0,2525,2
TAMIL NADU,VELLORE,Timiri (TP),3878,16246,25.171,3,2,30,7,23,4,3,11,8,0,0,1,4466,3
TAMIL NADU,VELLORE,Kalavai (TP),2343,9773,17.544,1,4,33,10,37,7,3,10,6,0,2,2,3305,4
TAMIL NADU,VELLORE,Tajpura (CT),1955,8075,15.43,9,0,0,0,0,2,0,6,4,0,0,0,2123,2
TAMIL NADU,VELLORE,Sathuvachari (M),14083,56951,7,70,4,97,26,90,16,9,17,27,0,0,1,15314,10
TAMIL NADU,VELLORE,Shenbakkam (TP),4037,17109,9,4,0,0,0,0,2,0,6,3,0,0,2,5746,1
TAMIL NADU,VELLORE,Vellore (M. Corp),42598,185803,120.62,6,16,241,36,118,248,4,109,50,2,2,18,71452,35
TAMIL NADU,VELLORE,Pallikonda (TP),5388,23067,7,25,3,40,7,34,4,3,20,20,0,0,1,5888,5
TAMIL NADU,VELLORE,Thorapadi (TP),4047,16700,7,9,0,0,0,0,4,0,6,6,3,0,0,3922,2
TAMIL NADU,VELLORE,Allapuram (TP),7597,31211,9.68,14,2,31,9,27,10,3,6,13,1,1,2,7801,4
TAMIL NADU,VELLORE,Pennathur (TP),2261,9425,5,12,3,87,19,71,5,3,9,3,0,2,0,2300,4
TAMIL NADU,VELLORE,Odugathur (TP),2175,8998,5,13,3,52,10,39,6,3,12,7,0,0,0,2477,4
TAMIL NADU,VELLORE,Alamelumangapuram (CT),1903,7900,12,2,2,20,7,26,3,3,4,11,0,0,0,1631,1
